No,지역,지역,지역,규모,2020년 6월,2020년 6월
No,지역,지역,지역,규모,동(호)수,면적
No,지역,지역,지역,규모,동(호)수,천㎡
910,경기,수원시,영통구,198㎡초과,0,0
911,경기,성남시,성남시,합계,"""1,606""",127
912,경기,성남시,성남시,20㎡이하,1,0
913,경기,성남시,성남시,21~40㎡,181,6
914,경기,성남시,성남시,41~60㎡,535,29
915,경기,성남시,성남시,61~85㎡,485,39
916,경기,성남시,성남시,86~100㎡,19,2
917,경기,성남시,성남시,101~135㎡,299,36
918,경기,성남시,성남시,136~165㎡,48,7
919,경기,성남시,성남시,166~198㎡,26,5
920,경기,성남시,성남시,198㎡초과,12,3
921,경기,성남시,수정구,합계,248,17
922,경기,성남시,수정구,20㎡이하,0,0
923,경기,성남시,수정구,21~40㎡,63,2
924,경기,성남시,수정구,41~60㎡,44,2
925,경기,성남시,수정구,61~85㎡,112,9
926,경기,성남시,수정구,86~100㎡,13,1
927,경기,성남시,수정구,101~135㎡,15,2
928,경기,성남시,수정구,136~165㎡,1,0
929,경기,성남시,수정구,166~198㎡,0,0
930,경기,성남시,수정구,198㎡초과,0,0
931,경기,성남시,중원구,합계,216,14
932,경기,성남시,중원구,20㎡이하,0,0
933,경기,성남시,중원구,21~40㎡,26,1
934,경기,성남시,중원구,41~60㎡,88,5
935,경기,성남시,중원구,61~85㎡,87,7
936,경기,성남시,중원구,86~100㎡,0,0
937,경기,성남시,중원구,101~135㎡,15,2
938,경기,성남시,중원구,136~165㎡,0,0
939,경기,성남시,중원구,166~198㎡,0,0
940,경기,성남시,중원구,198㎡초과,0,0
941,경기,성남시,분당구,합계,"""1,142""",96
942,경기,성남시,분당구,20㎡이하,1,0
943,경기,성남시,분당구,21~40㎡,92,3
944,경기,성남시,분당구,41~60㎡,403,22
945,경기,성남시,분당구,61~85㎡,286,23
946,경기,성남시,분당구,86~100㎡,6,1
947,경기,성남시,분당구,101~135㎡,269,33
948,경기,성남시,분당구,136~165㎡,47,7
949,경기,성남시,분당구,166~198㎡,26,5
950,경기,성남시,분당구,198㎡초과,12,3
951,경기,의정부시,의정부시,합계,"""2,827""",198
952,경기,의정부시,의정부시,20㎡이하,51,1
953,경기,의정부시,의정부시,21~40㎡,87,3
954,경기,의정부시,의정부시,41~60㎡,"""1,185""",69
955,경기,의정부시,의정부시,61~85㎡,"""1,350""",110
956,경기,의정부시,의정부시,86~100㎡,90,9
957,경기,의정부시,의정부시,101~135㎡,63,7
958,경기,의정부시,의정부시,136~165㎡,1,0
959,경기,의정부시,의정부시,166~198㎡,0,0
960,경기,의정부시,의정부시,198㎡초과,0,0
961,경기,안양시,안양시,합계,"""1,827""",122
962,경기,안양시,안양시,20㎡이하,6,0
963,경기,안양시,안양시,21~40㎡,286,10
964,경기,안양시,안양시,41~60㎡,745,40
965,경기,안양시,안양시,61~85㎡,600,48
966,경기,안양시,안양시,86~100㎡,36,3
967,경기,안양시,안양시,101~135㎡,133,16
968,경기,안양시,안양시,136~165㎡,15,2
969,경기,안양시,안양시,166~198㎡,6,1
970,경기,안양시,안양시,198㎡초과,0,0
971,경기,안양시,만안구,합계,487,34
972,경기,안양시,만안구,20㎡이하,3,0
973,경기,안양시,만안구,21~40㎡,15,0
974,경기,안양시,만안구,41~60㎡,215,12
975,경기,안양시,만안구,61~85㎡,218,17
976,경기,안양시,만안구,86~100㎡,8,1
977,경기,안양시,만안구,101~135㎡,25,3
978,경기,안양시,만안구,136~165㎡,2,0
979,경기,안양시,만안구,166~198㎡,1,0
980,경기,안양시,만안구,198㎡초과,0,0
981,경기,안양시,동안구,합계,"""1,340""",88
982,경기,안양시,동안구,20㎡이하,3,0
983,경기,안양시,동안구,21~40㎡,271,10
984,경기,안양시,동안구,41~60㎡,530,28
985,경기,안양시,동안구,61~85㎡,382,32
986,경기,안양시,동안구,86~100㎡,28,3
987,경기,안양시,동안구,101~135㎡,108,13
988,경기,안양시,동안구,136~165㎡,13,2
989,경기,안양시,동안구,166~198㎡,5,1
990,경기,안양시,동안구,198㎡초과,0,0
991,경기,부천시,부천시,합계,"""1,877""",132
992,경기,부천시,부천시,20㎡이하,11,0
993,경기,부천시,부천시,21~40㎡,103,4
994,경기,부천시,부천시,41~60㎡,840,44
995,경기,부천시,부천시,61~85㎡,705,56
996,경기,부천시,부천시,86~100㎡,34,3
997,경기,부천시,부천시,101~135㎡,148,18
998,경기,부천시,부천시,136~165㎡,32,5
999,경기,부천시,부천시,166~198㎡,4,1
1000,경기,부천시,부천시,198㎡초과,0,0
1001,경기,부천시,원미구,합계,,
1002,경기,부천시,원미구,20㎡이하,,
1003,경기,부천시,원미구,21~40㎡,,
1004,경기,부천시,원미구,41~60㎡,,
1005,경기,부천시,원미구,61~85㎡,,
1006,경기,부천시,원미구,86~100㎡,,
1007,경기,부천시,원미구,101~135㎡,,
1008,경기,부천시,원미구,136~165㎡,,
1009,경기,부천시,원미구,166~198㎡,,
1010,경기,부천시,원미구,198㎡초과,,
1011,경기,부천시,소사구,합계,,
1012,경기,부천시,소사구,20㎡이하,,
1013,경기,부천시,소사구,21~40㎡,,
1014,경기,부천시,소사구,41~60㎡,,
1015,경기,부천시,소사구,61~85㎡,,
1016,경기,부천시,소사구,86~100㎡,,
1017,경기,부천시,소사구,101~135㎡,,
1018,경기,부천시,소사구,136~165㎡,,
1019,경기,부천시,소사구,166~198㎡,,
1020,경기,부천시,소사구,198㎡초과,,
1021,경기,부천시,(구)원미구,합계,,
1022,경기,부천시,(구)원미구,20㎡이하,,
1023,경기,부천시,(구)원미구,21~40㎡,,
1024,경기,부천시,(구)원미구,41~60㎡,,
1025,경기,부천시,(구)원미구,61~85㎡,,
1026,경기,부천시,(구)원미구,86~100㎡,,
1027,경기,부천시,(구)원미구,101~135㎡,,
1028,경기,부천시,(구)원미구,136~165㎡,,
1029,경기,부천시,(구)원미구,166~198㎡,,
1030,경기,부천시,(구)원미구,198㎡초과,,
1031,경기,부천시,오정구,합계,,
1032,경기,부천시,오정구,20㎡이하,,
1033,경기,부천시,오정구,21~40㎡,,
1034,경기,부천시,오정구,41~60㎡,,
1035,경기,부천시,오정구,61~85㎡,,
1036,경기,부천시,오정구,86~100㎡,,
1037,경기,부천시,오정구,101~135㎡,,
1038,경기,부천시,오정구,136~165㎡,,
1039,경기,부천시,오정구,166~198㎡,,
1040,경기,부천시,오정구,198㎡초과,,
1041,경기,부천시,(구)소사구,합계,,
1042,경기,부천시,(구)소사구,20㎡이하,,
1043,경기,부천시,(구)소사구,21~40㎡,,
1044,경기,부천시,(구)소사구,41~60㎡,,
1045,경기,부천시,(구)소사구,61~85㎡,,
1046,경기,부천시,(구)소사구,86~100㎡,,
1047,경기,부천시,(구)소사구,101~135㎡,,
1048,경기,부천시,(구)소사구,136~165㎡,,
1049,경기,부천시,(구)소사구,166~198㎡,,
1050,경기,부천시,(구)소사구,198㎡초과,,
1051,경기,부천시,(구)오정구,합계,,
1052,경기,부천시,(구)오정구,20㎡이하,,
1053,경기,부천시,(구)오정구,21~40㎡,,
1054,경기,부천시,(구)오정구,41~60㎡,,
1055,경기,부천시,(구)오정구,61~85㎡,,
1056,경기,부천시,(구)오정구,86~100㎡,,
1057,경기,부천시,(구)오정구,101~135㎡,,
1058,경기,부천시,(구)오정구,136~165㎡,,
1059,경기,부천시,(구)오정구,166~198㎡,,
1060,경기,부천시,(구)오정구,198㎡초과,,
1061,경기,광명시,광명시,합계,"""1,188""",75
1062,경기,광명시,광명시,20㎡이하,2,0
1063,경기,광명시,광명시,21~40㎡,92,3
1064,경기,광명시,광명시,41~60㎡,756,42
1065,경기,광명시,광명시,61~85㎡,280,23
1066,경기,광명시,광명시,86~100㎡,14,1
1067,경기,광명시,광명시,101~135㎡,42,5
1068,경기,광명시,광명시,136~165㎡,2,0
1069,경기,광명시,광명시,166~198㎡,0,0
1070,경기,광명시,광명시,198㎡초과,0,0
1071,경기,평택시,평택시,합계,"""3,046""",235
1072,경기,평택시,평택시,20㎡이하,8,0
1073,경기,평택시,평택시,21~40㎡,90,3
1074,경기,평택시,평택시,41~60㎡,644,38
1075,경기,평택시,평택시,61~85㎡,"""2,035""",165
1076,경기,평택시,평택시,86~100㎡,90,9
1077,경기,평택시,평택시,101~135㎡,160,18
1078,경기,평택시,평택시,136~165㎡,17,3
1079,경기,평택시,평택시,166~198㎡,2,0
1080,경기,평택시,평택시,198㎡초과,0,0
1081,경기,동두천시,동두천시,합계,270,19
1082,경기,동두천시,동두천시,20㎡이하,0,0
1083,경기,동두천시,동두천시,21~40㎡,5,0
1084,경기,동두천시,동두천시,41~60㎡,153,9
1085,경기,동두천시,동두천시,61~85㎡,100,8
1086,경기,동두천시,동두천시,86~100㎡,2,0
1087,경기,동두천시,동두천시,101~135㎡,9,1
1088,경기,동두천시,동두천시,136~165㎡,1,0
1089,경기,동두천시,동두천시,166~198㎡,0,0
1090,경기,동두천시,동두천시,198㎡초과,0,0
1091,경기,안산시,안산시,합계,"""3,378""",228
1092,경기,안산시,안산시,20㎡이하,4,0
1093,경기,안산시,안산시,21~40㎡,202,8
1094,경기,안산시,안산시,41~60㎡,"""1,636""",91
1095,경기,안산시,안산시,61~85㎡,"""1,286""",101
1096,경기,안산시,안산시,86~100㎡,68,6
1097,경기,안산시,안산시,101~135㎡,141,16
1098,경기,안산시,안산시,136~165㎡,31,5
1099,경기,안산시,안산시,166~198㎡,9,2
1100,경기,안산시,안산시,198㎡초과,1,0
1101,경기,안산시,상록구,합계,959,71
1102,경기,안산시,상록구,20㎡이하,4,0
1103,경기,안산시,상록구,21~40㎡,46,2
1104,경기,안산시,상록구,41~60㎡,319,17
1105,경기,안산시,상록구,61~85㎡,438,35
1106,경기,안산시,상록구,86~100㎡,43,4
1107,경기,안산시,상록구,101~135㎡,81,9
1108,경기,안산시,상록구,136~165㎡,19,3
1109,경기,안산시,상록구,166~198㎡,9,2
1110,경기,안산시,상록구,198㎡초과,0,0
1111,경기,안산시,단원구,합계,"""2,419""",157
1112,경기,안산시,단원구,20㎡이하,0,0
1113,경기,안산시,단원구,21~40㎡,156,6
1114,경기,안산시,단원구,41~60㎡,"""1,317""",74
1115,경기,안산시,단원구,61~85㎡,848,67
1116,경기,안산시,단원구,86~100㎡,25,2
1117,경기,안산시,단원구,101~135㎡,60,7
1118,경기,안산시,단원구,136~165㎡,12,2
1119,경기,안산시,단원구,166~198㎡,0,0
1120,경기,안산시,단원구,198㎡초과,1,0
1121,경기,고양시,고양시,합계,"""5,173""",437
1122,경기,고양시,고양시,20㎡이하,4,0
1123,경기,고양시,고양시,21~40㎡,74,3
1124,경기,고양시,고양시,41~60㎡,"""1,358""",75
1125,경기,고양시,고양시,61~85㎡,"""2,474""",202
1126,경기,고양시,고양시,86~100㎡,222,22
1127,경기,고양시,고양시,101~135㎡,735,88
1128,경기,고양시,고양시,136~165㎡,236,35
1129,경기,고양시,고양시,166~198㎡,64,11
1130,경기,고양시,고양시,198㎡초과,6,1
1131,경기,고양시,덕양구,합계,"""2,278""",176
1132,경기,고양시,덕양구,20㎡이하,0,0
1133,경기,고양시,덕양구,21~40㎡,45,2
1134,경기,고양시,덕양구,41~60㎡,723,40
1135,경기,고양시,덕양구,61~85㎡,"""1,192""",99
1136,경기,고양시,덕양구,86~100㎡,150,15
1137,경기,고양시,덕양구,101~135㎡,154,18
1138,경기,고양시,덕양구,136~165㎡,11,2
1139,경기,고양시,덕양구,166~198㎡,3,1
1140,경기,고양시,덕양구,198㎡초과,0,0
1141,경기,고양시,일산동구,합계,"""1,104""",98
1142,경기,고양시,일산동구,20㎡이하,4,0
1143,경기,고양시,일산동구,21~40㎡,20,1
1144,경기,고양시,일산동구,41~60㎡,214,12
1145,경기,고양시,일산동구,61~85㎡,560,46
1146,경기,고양시,일산동구,86~100㎡,20,2
1147,경기,고양시,일산동구,101~135㎡,216,26
1148,경기,고양시,일산동구,136~165㎡,59,9
1149,경기,고양시,일산동구,166~198㎡,6,1
1150,경기,고양시,일산동구,198㎡초과,5,1
1151,경기,고양시,일산서구,합계,"""1,791""",163
1152,경기,고양시,일산서구,20㎡이하,0,0
1153,경기,고양시,일산서구,21~40㎡,9,0
1154,경기,고양시,일산서구,41~60㎡,421,23
1155,경기,고양시,일산서구,61~85㎡,722,58
1156,경기,고양시,일산서구,86~100㎡,52,5
1157,경기,고양시,일산서구,101~135㎡,365,43
1158,경기,고양시,일산서구,136~165㎡,166,25
1159,경기,고양시,일산서구,166~198㎡,55,9
1160,경기,고양시,일산서구,198㎡초과,1,0
1161,경기,과천시,과천시,합계,89,6
1162,경기,과천시,과천시,20㎡이하,2,0
1163,경기,과천시,과천시,21~40㎡,7,0
1164,경기,과천시,과천시,41~60㎡,38,2
1165,경기,과천시,과천시,61~85㎡,31,3
1166,경기,과천시,과천시,86~100㎡,1,0
1167,경기,과천시,과천시,101~135㎡,9,1
1168,경기,과천시,과천시,136~165㎡,1,0
1169,경기,과천시,과천시,166~198㎡,0,0
1170,경기,과천시,과천시,198㎡초과,0,0
1171,경기,구리시,구리시,합계,300,22
1172,경기,구리시,구리시,20㎡이하,3,0
1173,경기,구리시,구리시,21~40㎡,19,1
1174,경기,구리시,구리시,41~60㎡,110,6
1175,경기,구리시,구리시,61~85㎡,132,11
1176,경기,구리시,구리시,86~100㎡,5,0
1177,경기,구리시,구리시,101~135㎡,27,3
1178,경기,구리시,구리시,136~165㎡,3,0
1179,경기,구리시,구리시,166~198㎡,1,0
1180,경기,구리시,구리시,198㎡초과,0,0
1181,경기,남양주시,남양주시,합계,"""3,156""",254
1182,경기,남양주시,남양주시,20㎡이하,2,0
1183,경기,남양주시,남양주시,21~40㎡,88,3
1184,경기,남양주시,남양주시,41~60㎡,904,53
1185,경기,남양주시,남양주시,61~85㎡,"""1,734""",143
1186,경기,남양주시,남양주시,86~100㎡,36,4
1187,경기,남양주시,남양주시,101~135㎡,319,39
1188,경기,남양주시,남양주시,136~165㎡,52,8
1189,경기,남양주시,남양주시,166~198㎡,19,3
1190,경기,남양주시,남양주시,198㎡초과,2,0
1191,경기,오산시,오산시,합계,"""1,161""",88
1192,경기,오산시,오산시,20㎡이하,60,0
1193,경기,오산시,오산시,21~40㎡,42,2
1194,경기,오산시,오산시,41~60㎡,206,12
1195,경기,오산시,오산시,61~85㎡,751,62
1196,경기,오산시,오산시,86~100㎡,7,1
1197,경기,오산시,오산시,101~135㎡,86,10
1198,경기,오산시,오산시,136~165㎡,6,1
1199,경기,오산시,오산시,166~198㎡,3,1
1200,경기,오산시,오산시,198㎡초과,0,0
1201,경기,시흥시,시흥시,합계,"""3,082""",210
1202,경기,시흥시,시흥시,20㎡이하,20,0
1203,경기,시흥시,시흥시,21~40㎡,217,7
1204,경기,시흥시,시흥시,41~60㎡,"""1,341""",72
1205,경기,시흥시,시흥시,61~85㎡,"""1,294""",107
1206,경기,시흥시,시흥시,86~100㎡,21,2
1207,경기,시흥시,시흥시,101~135㎡,183,21
1208,경기,시흥시,시흥시,136~165㎡,4,1
1209,경기,시흥시,시흥시,166~198㎡,0,0
1210,경기,시흥시,시흥시,198㎡초과,2,0
1211,경기,군포시,군포시,합계,"""1,001""",71
1212,경기,군포시,군포시,20㎡이하,4,0
1213,경기,군포시,군포시,21~40㎡,54,2
1214,경기,군포시,군포시,41~60㎡,495,26
1215,경기,군포시,군포시,61~85㎡,247,20
1216,경기,군포시,군포시,86~100㎡,45,4
1217,경기,군포시,군포시,101~135㎡,133,16
1218,경기,군포시,군포시,136~165㎡,18,3
1219,경기,군포시,군포시,166~198㎡,5,1
1220,경기,군포시,군포시,198㎡초과,0,0
1221,경기,의왕시,의왕시,합계,330,24
1222,경기,의왕시,의왕시,20㎡이하,0,0
1223,경기,의왕시,의왕시,21~40㎡,9,0
1224,경기,의왕시,의왕시,41~60㎡,147,8
1225,경기,의왕시,의왕시,61~85㎡,148,12
1226,경기,의왕시,의왕시,86~100㎡,2,0
1227,경기,의왕시,의왕시,101~135㎡,22,3
1228,경기,의왕시,의왕시,136~165㎡,2,0
1229,경기,의왕시,의왕시,166~198㎡,0,0
1230,경기,의왕시,의왕시,198㎡초과,0,0
1231,경기,하남시,하남시,합계,609,43
1232,경기,하남시,하남시,20㎡이하,1,0
1233,경기,하남시,하남시,21~40㎡,52,2
1234,경기,하남시,하남시,41~60㎡,202,11
1235,경기,하남시,하남시,61~85㎡,286,24
1236,경기,하남시,하남시,86~100㎡,19,2
1237,경기,하남시,하남시,101~135㎡,49,6
1238,경기,하남시,하남시,136~165㎡,0,0
1239,경기,하남시,하남시,166~198㎡,0,0
1240,경기,하남시,하남시,198㎡초과,0,0
1241,경기,용인시,용인시,합계,"""3,399""",308
1242,경기,용인시,용인시,20㎡이하,11,0
1243,경기,용인시,용인시,21~40㎡,41,1
1244,경기,용인시,용인시,41~60㎡,768,44
1245,경기,용인시,용인시,61~85㎡,"""1,618""",135
1246,경기,용인시,용인시,86~100㎡,58,6
1247,경기,용인시,용인시,101~135㎡,579,70
1248,경기,용인시,용인시,136~165㎡,248,37
1249,경기,용인시,용인시,166~198㎡,52,9
1250,경기,용인시,용인시,198㎡초과,24,5
1251,경기,용인시,처인구,합계,459,37
1252,경기,용인시,처인구,20㎡이하,2,0
1253,경기,용인시,처인구,21~40㎡,3,0
1254,경기,용인시,처인구,41~60㎡,140,8
1255,경기,용인시,처인구,61~85㎡,257,21
1256,경기,용인시,처인구,86~100㎡,14,1
1257,경기,용인시,처인구,101~135㎡,18,2
1258,경기,용인시,처인구,136~165㎡,22,3
1259,경기,용인시,처인구,166~198㎡,0,0
1260,경기,용인시,처인구,198㎡초과,3,1
1261,경기,용인시,기흥구,합계,"""1,425""",130
1262,경기,용인시,기흥구,20㎡이하,1,0
1263,경기,용인시,기흥구,21~40㎡,9,0
1264,경기,용인시,기흥구,41~60㎡,287,17
1265,경기,용인시,기흥구,61~85㎡,719,60
1266,경기,용인시,기흥구,86~100㎡,22,2
1267,경기,용인시,기흥구,101~135㎡,258,31
1268,경기,용인시,기흥구,136~165㎡,101,15
1269,경기,용인시,기흥구,166~198㎡,21,4
1270,경기,용인시,기흥구,198㎡초과,7,2
1271,경기,용인시,수지구,합계,"""1,515""",141
1272,경기,용인시,수지구,20㎡이하,8,0
1273,경기,용인시,수지구,21~40㎡,29,1
1274,경기,용인시,수지구,41~60㎡,341,19
1275,경기,용인시,수지구,61~85㎡,642,53
1276,경기,용인시,수지구,86~100㎡,22,2
1277,경기,용인시,수지구,101~135㎡,303,37
1278,경기,용인시,수지구,136~165㎡,125,19
1279,경기,용인시,수지구,166~198㎡,31,6
1280,경기,용인시,수지구,198㎡초과,14,3
1281,경기,파주시,파주시,합계,"""1,285""",102
1282,경기,파주시,파주시,20㎡이하,12,0
1283,경기,파주시,파주시,21~40㎡,66,2
1284,경기,파주시,파주시,41~60㎡,339,19
1285,경기,파주시,파주시,61~85㎡,618,51
1286,경기,파주시,파주시,86~100㎡,14,1
1287,경기,파주시,파주시,101~135㎡,206,23
1288,경기,파주시,파주시,136~165㎡,20,3
1289,경기,파주시,파주시,166~198㎡,8,1
1290,경기,파주시,파주시,198㎡초과,2,0
1291,경기,이천시,이천시,합계,308,23
1292,경기,이천시,이천시,20㎡이하,0,0
1293,경기,이천시,이천시,21~40㎡,19,1
1294,경기,이천시,이천시,41~60㎡,103,6
1295,경기,이천시,이천시,61~85㎡,166,14
1296,경기,이천시,이천시,86~100㎡,1,0
1297,경기,이천시,이천시,101~135㎡,14,2
1298,경기,이천시,이천시,136~165㎡,5,1
1299,경기,이천시,이천시,166~198㎡,0,0
1300,경기,이천시,이천시,198㎡초과,0,0
1301,경기,안성시,안성시,합계,771,55
1302,경기,안성시,안성시,20㎡이하,0,0
1303,경기,안성시,안성시,21~40㎡,50,2
1304,경기,안성시,안성시,41~60㎡,223,13
1305,경기,안성시,안성시,61~85㎡,468,37
1306,경기,안성시,안성시,86~100㎡,1,0
1307,경기,안성시,안성시,101~135㎡,24,3
1308,경기,안성시,안성시,136~165㎡,1,0
1309,경기,안성시,안성시,166~198㎡,4,1
1310,경기,안성시,안성시,198㎡초과,0,0
1311,경기,김포시,김포시,합계,"""2,903""",230
1312,경기,김포시,김포시,20㎡이하,0,0
1313,경기,김포시,김포시,21~40㎡,79,3
1314,경기,김포시,김포시,41~60㎡,749,41
1315,경기,김포시,김포시,61~85㎡,"""1,614""",132
1316,경기,김포시,김포시,86~100㎡,76,7
1317,경기,김포시,김포시,101~135㎡,315,36
1318,경기,김포시,김포시,136~165㎡,55,8
1319,경기,김포시,김포시,166~198㎡,14,2
1320,경기,김포시,김포시,198㎡초과,1,0
1321,경기,화성시,화성시,합계,"""3,805""",294
1322,경기,화성시,화성시,20㎡이하,24,0
1323,경기,화성시,화성시,21~40㎡,43,2
1324,경기,화성시,화성시,41~60㎡,"""1,021""",59
1325,경기,화성시,화성시,61~85㎡,"""2,377""",195
1326,경기,화성시,화성시,86~100㎡,71,7
1327,경기,화성시,화성시,101~135㎡,250,28
1328,경기,화성시,화성시,136~165㎡,16,2
1329,경기,화성시,화성시,166~198㎡,1,0
1330,경기,화성시,화성시,198㎡초과,2,0
1331,경기,광주시,광주시,합계,967,81
1332,경기,광주시,광주시,20㎡이하,1,0
1333,경기,광주시,광주시,21~40㎡,9,0
1334,경기,광주시,광주시,41~60㎡,103,6
1335,경기,광주시,광주시,61~85㎡,722,59
1336,경기,광주시,광주시,86~100㎡,13,1
1337,경기,광주시,광주시,101~135㎡,103,12
1338,경기,광주시,광주시,136~165㎡,13,2
1339,경기,광주시,광주시,166~198㎡,3,1
1340,경기,광주시,광주시,198㎡초과,0,0
1341,경기,양주시,양주시,합계,"""3,098""",255
1342,경기,양주시,양주시,20㎡이하,0,0
1343,경기,양주시,양주시,21~40㎡,10,0
1344,경기,양주시,양주시,41~60㎡,217,12
1345,경기,양주시,양주시,61~85㎡,"""2,485""",203
1346,경기,양주시,양주시,86~100㎡,11,1
1347,경기,양주시,양주시,101~135㎡,373,39
1348,경기,양주시,양주시,136~165㎡,2,0
1349,경기,양주시,양주시,166~198㎡,0,0
1350,경기,양주시,양주시,198㎡초과,0,0
1351,경기,포천시,포천시,합계,322,22
1352,경기,포천시,포천시,20㎡이하,0,0
1353,경기,포천시,포천시,21~40㎡,4,0
1354,경기,포천시,포천시,41~60㎡,158,9
1355,경기,포천시,포천시,61~85㎡,154,12
1356,경기,포천시,포천시,86~100㎡,0,0
1357,경기,포천시,포천시,101~135㎡,6,1
1358,경기,포천시,포천시,136~165㎡,0,0
1359,경기,포천시,포천시,166~198㎡,0,0
1360,경기,포천시,포천시,198㎡초과,0,0
1361,경기,여주시,여주시,합계,185,13
1362,경기,여주시,여주시,20㎡이하,12,0
1363,경기,여주시,여주시,21~40㎡,19,1
1364,경기,여주시,여주시,41~60㎡,28,2
1365,경기,여주시,여주시,61~85㎡,121,10
1366,경기,여주시,여주시,86~100㎡,0,0
1367,경기,여주시,여주시,101~135㎡,4,1
1368,경기,여주시,여주시,136~165㎡,1,0
1369,경기,여주시,여주시,166~198㎡,0,0
1370,경기,여주시,여주시,198㎡초과,0,0
1371,경기,여주군,여주군,합계,,
1372,경기,여주군,여주군,20㎡이하,,
1373,경기,여주군,여주군,21~40㎡,,
1374,경기,여주군,여주군,41~60㎡,,
1375,경기,여주군,여주군,61~85㎡,,
1376,경기,여주군,여주군,86~100㎡,,
1377,경기,여주군,여주군,101~135㎡,,
1378,경기,여주군,여주군,136~165㎡,,
1379,경기,여주군,여주군,166~198㎡,,
1380,경기,여주군,여주군,198㎡초과,,
1381,경기,연천군,연천군,합계,20,1
1382,경기,연천군,연천군,20㎡이하,0,0
1383,경기,연천군,연천군,21~40㎡,2,0
1384,경기,연천군,연천군,41~60㎡,9,1
1385,경기,연천군,연천군,61~85㎡,9,1
1386,경기,연천군,연천군,86~100㎡,0,0
1387,경기,연천군,연천군,101~135㎡,0,0
1388,경기,연천군,연천군,136~165㎡,0,0
1389,경기,연천군,연천군,166~198㎡,0,0
1390,경기,연천군,연천군,198㎡초과,0,0
1391,경기,가평군,가평군,합계,111,9
1392,경기,가평군,가평군,20㎡이하,0,0
1393,경기,가평군,가평군,21~40㎡,1,0
1394,경기,가평군,가평군,41~60㎡,8,0
1395,경기,가평군,가평군,61~85㎡,101,8
1396,경기,가평군,가평군,86~100㎡,0,0
1397,경기,가평군,가평군,101~135㎡,1,0
1398,경기,가평군,가평군,136~165㎡,0,0
1399,경기,가평군,가평군,166~198㎡,0,0
1400,경기,가평군,가평군,198㎡초과,0,0
1401,경기,양평군,양평군,합계,60,5
1402,경기,양평군,양평군,20㎡이하,0,0
1403,경기,양평군,양평군,21~40㎡,0,0
1404,경기,양평군,양평군,41~60㎡,15,1
1405,경기,양평군,양평군,61~85㎡,34,3
1406,경기,양평군,양평군,86~100㎡,0,0
1407,경기,양평군,양평군,101~135㎡,9,1
1408,경기,양평군,양평군,136~165㎡,2,0
1409,경기,양평군,양평군,166~198㎡,0,0
1410,경기,양평군,양평군,198㎡초과,0,0
1411,강원,강원,강원,합계,"""4,514""",333
1412,강원,강원,강원,20㎡이하,6,0
1413,강원,강원,강원,21~40㎡,267,10
1414,강원,강원,강원,41~60㎡,"""1,340""",76
1415,강원,강원,강원,61~85㎡,"""2,667""",219
1416,강원,강원,강원,86~100㎡,33,3
1417,강원,강원,강원,101~135㎡,171,20
1418,강원,강원,강원,136~165㎡,26,4
1419,강원,강원,강원,166~198㎡,4,1
1420,강원,강원,강원,198㎡초과,0,0
1421,강원,춘천시,춘천시,합계,"""1,099""",89
1422,강원,춘천시,춘천시,20㎡이하,2,0
1423,강원,춘천시,춘천시,21~40㎡,20,1
1424,강원,춘천시,춘천시,41~60㎡,161,9
1425,강원,춘천시,춘천시,61~85㎡,837,69
1426,강원,춘천시,춘천시,86~100㎡,15,1
1427,강원,춘천시,춘천시,101~135㎡,56,7
1428,강원,춘천시,춘천시,136~165㎡,5,1
1429,강원,춘천시,춘천시,166~198㎡,3,1
1430,강원,춘천시,춘천시,198㎡초과,0,0
1431,강원,원주시,원주시,합계,"""1,663""",122
1432,강원,원주시,원주시,20㎡이하,2,0
1433,강원,원주시,원주시,21~40㎡,68,2
1434,강원,원주시,원주시,41~60㎡,640,37
1435,강원,원주시,원주시,61~85㎡,860,71
1436,강원,원주시,원주시,86~100㎡,11,1
1437,강원,원주시,원주시,101~135㎡,74,8
1438,강원,원주시,원주시,136~165㎡,7,1
1439,강원,원주시,원주시,166~198㎡,1,0
1440,강원,원주시,원주시,198㎡초과,0,0
1441,강원,강릉시,강릉시,합계,440,31
1442,강원,강릉시,강릉시,20㎡이하,1,0
1443,강원,강릉시,강릉시,21~40㎡,51,2
1444,강원,강릉시,강릉시,41~60㎡,162,9
1445,강원,강릉시,강릉시,61~85㎡,191,16
1446,강원,강릉시,강릉시,86~100㎡,3,0
1447,강원,강릉시,강릉시,101~135㎡,20,2
1448,강원,강릉시,강릉시,136~165㎡,12,2
1449,강원,강릉시,강릉시,166~198㎡,0,0
1450,강원,강릉시,강릉시,198㎡초과,0,0
1451,강원,동해시,동해시,합계,271,19
1452,강원,동해시,동해시,20㎡이하,1,0
1453,강원,동해시,동해시,21~40㎡,14,1
1454,강원,동해시,동해시,41~60㎡,62,3
1455,강원,동해시,동해시,61~85㎡,189,15
1456,강원,동해시,동해시,86~100㎡,0,0
1457,강원,동해시,동해시,101~135㎡,5,1
1458,강원,동해시,동해시,136~165㎡,0,0
1459,강원,동해시,동해시,166~198㎡,0,0
1460,강원,동해시,동해시,198㎡초과,0,0
1461,강원,태백시,태백시,합계,44,2
1462,강원,태백시,태백시,20㎡이하,0,0
1463,강원,태백시,태백시,21~40㎡,19,1
1464,강원,태백시,태백시,41~60㎡,16,1
